image,score1,score2
0/0_0.jpg,0.0,0.973630428314209
0/0_1.jpg,0.0,0.9728858470916748
0/0_2.jpg,0.0,0.9693554043769836
0/0_3.jpg,0.0,0.9700087308883667
0/0_4.jpg,0.0,0.970066249370575
1/1_0.jpg,0.0,0.9708181619644165
1/1_1.jpg,0.0,0.9762710928916931
1/1_2.jpg,0.0,0.9718371629714966
1/1_3.jpg,0.0,0.9714242815971375
1/1_4.jpg,0.0,0.9644035696983337
10/10_0.jpg,0.0,0.9743994474411011
10/10_1.jpg,0.0,0.9820084571838379
10/10_2.jpg,0.0,0.9769713282585144
10/10_3.jpg,0.0,0.9806798696517944
10/10_4.jpg,0.0,0.9757055640220642
100/100_0.jpg,0.0,0.9802536368370056
100/100_1.jpg,0.0,0.9808220267295837
100/100_2.jpg,0.0,0.9808890223503113
100/100_3.jpg,0.0,0.9785947203636169
100/100_4.jpg,0.0,0.9779079556465149
101/101_0.jpg,0.0,0.9758453369140625
101/101_1.jpg,0.0,0.9777289032936096
101/101_2.jpg,0.0,0.9775139689445496
101/101_3.jpg,0.0,0.9722298383712769
101/101_4.jpg,0.0,0.980056643486023
102/102_0.jpg,0.0,0.9832624197006226
102/102_1.jpg,0.0,0.9818732142448425
102/102_2.jpg,0.0,0.9831662774085999
102/102_3.jpg,0.0,0.9832666516304016
102/102_4.jpg,0.0,0.9845351576805115
103/103_0.jpg,0.0,0.9789665937423706
103/103_1.jpg,0.0,0.9794338345527649
103/103_2.jpg,0.0,0.9781744480133057
103/103_3.jpg,0.0,0.9806748032569885
103/103_4.jpg,0.0,0.9756885766983032
104/104_0.jpg,0.0,0.9922326803207397
104/104_1.jpg,0.0,0.9776371717453003
104/104_2.jpg,0.0,0.9815101623535156
104/104_3.jpg,0.0,0.9846808314323425
104/104_4.jpg,0.0,0.9849828481674194
105/105_0.jpg,0.0,0.9736445546150208
105/105_1.jpg,0.0,0.9829596281051636
105/105_2.jpg,0.0,0.9794619679450989
105/105_3.jpg,0.0,0.977840006351471
105/105_4.jpg,0.0,0.9788015484809875
106/106_0.jpg,0.0,0.9896650314331055
106/106_1.jpg,0.0,0.9808307886123657
106/106_2.jpg,0.0,0.9776195883750916
106/106_3.jpg,0.0,0.9828893542289734
106/106_4.jpg,0.0,0.9829640984535217
107/107_0.jpg,0.0,0.9852954149246216
107/107_1.jpg,0.0,0.9813733696937561
107/107_2.jpg,0.0,0.9782413244247437
107/107_3.jpg,0.0,0.9728626012802124
107/107_4.jpg,0.0,0.9783747792243958
108/108_0.jpg,0.0,0.9708555340766907
108/108_1.jpg,0.0,0.9702540040016174
108/108_2.jpg,0.0,0.9735235571861267
108/108_3.jpg,0.0,0.9748433232307434
108/108_4.jpg,0.0,0.9768663048744202
109/109_0.jpg,0.0,0.9752037525177002
109/109_1.jpg,0.0,0.9784591197967529
109/109_2.jpg,0.0,0.9769600629806519
109/109_3.jpg,0.0,0.9788302183151245
109/109_4.jpg,0.0,0.9739351868629456
11/11_0.jpg,0.0,0.9867585897445679
11/11_1.jpg,0.0,0.9845962524414062
11/11_2.jpg,0.0,0.9865773916244507
11/11_3.jpg,0.0,0.983422040939331
11/11_4.jpg,0.0,0.9866676330566406
110/110_0.jpg,0.0,0.9881948828697205
110/110_1.jpg,0.0,0.9848821759223938
110/110_2.jpg,0.0,0.9855197668075562
110/110_3.jpg,0.0,0.9898706674575806
110/110_4.jpg,0.0,0.98856520652771
111/111_0.jpg,0.0,0.9842436909675598
111/111_1.jpg,0.0,0.9868888854980469
111/111_2.jpg,0.0,0.9817453622817993
111/111_3.jpg,0.0,0.9868548512458801
111/111_4.jpg,0.0,0.9845330715179443
112/112_0.jpg,0.0,0.9819390773773193
112/112_1.jpg,0.0,0.9838958382606506
112/112_2.jpg,0.0,0.9778957962989807
112/112_3.jpg,0.0,0.983440637588501
112/112_4.jpg,0.0,0.9818625450134277
113/113_0.jpg,0.0,0.9810979962348938
113/113_1.jpg,0.0,0.9809503555297852
113/113_2.jpg,0.0,0.9779895544052124
113/113_3.jpg,0.0,0.9805746674537659
113/113_4.jpg,0.0,0.9777878522872925
114/114_0.jpg,0.0,0.9822918772697449
114/114_1.jpg,0.0,0.9775798916816711
114/114_2.jpg,0.0,0.9817715883255005
114/114_3.jpg,0.0,0.973293125629425
114/114_4.jpg,0.0,0.9902094602584839
115/115_0.jpg,0.0,0.985334575176239
115/115_1.jpg,0.0,0.9865779876708984
115/115_2.jpg,0.0,0.9834684133529663
115/115_3.jpg,0.0,0.9862807989120483
115/115_4.jpg,0.0,0.9851279258728027
116/116_0.jpg,0.0,0.9781283140182495
116/116_1.jpg,0.0,0.9775624871253967
116/116_2.jpg,0.0,0.980059802532196
116/116_3.jpg,0.0,0.9782505035400391
116/116_4.jpg,0.0,0.9806092381477356
117/117_0.jpg,0.0,0.9863007068634033
117/117_1.jpg,0.0,0.9845067262649536
117/117_2.jpg,0.0,0.9937520623207092
117/117_3.jpg,0.0,0.9832700490951538
117/117_4.jpg,0.0,0.9852550625801086
118/118_0.jpg,0.0,0.977238118648529
118/118_1.jpg,0.0,0.9824378490447998
118/118_2.jpg,0.0,0.9828515648841858
118/118_3.jpg,0.0,0.980804443359375
118/118_4.jpg,0.0,0.981026828289032
119/119_0.jpg,0.0,0.9803071618080139
119/119_1.jpg,0.0,0.9822531342506409
119/119_2.jpg,0.0,0.9847492575645447
119/119_3.jpg,0.0,0.9823923110961914
119/119_4.jpg,0.0,0.9832277894020081
12/12_0.jpg,0.0,0.9822345972061157
12/12_1.jpg,0.0,0.9845438003540039
12/12_2.jpg,0.0,0.982742965221405
12/12_3.jpg,0.0,0.9858238101005554
12/12_4.jpg,0.0,0.9820642471313477
120/120_0.jpg,0.0,0.980570375919342
120/120_1.jpg,0.0,0.982755184173584
120/120_2.jpg,0.0,0.9820278882980347
120/120_3.jpg,0.0,0.9796035289764404
120/120_4.jpg,0.0,0.9806503057479858
121/121_0.jpg,0.0,0.9768301844596863
121/121_1.jpg,0.0,0.9750616550445557
121/121_2.jpg,0.0,0.9729474782943726
121/121_3.jpg,0.0,0.9733017683029175
121/121_4.jpg,0.0,0.9760397672653198
122/122_0.jpg,0.0,0.9791576266288757
122/122_1.jpg,0.0,0.977169930934906
122/122_2.jpg,0.0,0.980530858039856
122/122_3.jpg,0.0,0.9817619323730469
122/122_4.jpg,0.0,0.9803645014762878
123/123_0.jpg,0.0,0.985053300857544
123/123_1.jpg,0.0,0.9849692583084106
123/123_2.jpg,0.0,0.9838442206382751
123/123_3.jpg,0.0,0.9834959506988525
123/123_4.jpg,0.0,0.9850307703018188
124/124_0.jpg,0.0,0.9764456748962402
124/124_1.jpg,0.0,0.9755246639251709
124/124_2.jpg,0.0,0.9778037071228027
124/124_3.jpg,0.0,0.9785548448562622
124/124_4.jpg,0.0,0.9752894043922424
125/125_0.jpg,0.0,0.9719135761260986
125/125_1.jpg,0.0,0.9737647175788879
125/125_2.jpg,0.0,0.9685121774673462
125/125_3.jpg,0.0,0.975213885307312
125/125_4.jpg,0.0,0.974634051322937
126/126_0.jpg,0.0,0.982932984828949
126/126_1.jpg,0.0,0.9829024076461792
126/126_2.jpg,0.0,0.9838133454322815
126/126_3.jpg,0.0,0.9823520183563232
126/126_4.jpg,0.0,0.981463611125946
127/127_0.jpg,0.0,0.9854121208190918
127/127_1.jpg,0.0,0.9863371253013611
127/127_2.jpg,0.0,0.9820091724395752
127/127_3.jpg,0.0,0.9800028204917908
127/127_4.jpg,0.0,0.9811874032020569
128/128_0.jpg,0.0,0.9793102741241455
128/128_1.jpg,0.0,0.9774213433265686
128/128_2.jpg,0.0,0.9846581816673279
128/128_3.jpg,0.0,0.9804742932319641
128/128_4.jpg,0.0,0.9903988838195801
129/129_0.jpg,0.0,0.9796625375747681
129/129_1.jpg,0.0,0.9784558415412903
129/129_2.jpg,0.0,0.9773340821266174
129/129_3.jpg,0.0,0.9750320911407471
129/129_4.jpg,0.0,0.9767410755157471
13/13_0.jpg,0.0,0.9836727380752563
13/13_1.jpg,0.0,0.9855891466140747
13/13_2.jpg,0.0,0.983841061592102
13/13_3.jpg,0.0,0.9829680919647217
13/13_4.jpg,0.0,0.9862193465232849
130/130_0.jpg,0.0,0.9753075838088989
130/130_1.jpg,0.0,0.969575047492981
130/130_2.jpg,0.0,0.9798440337181091
130/130_3.jpg,0.0,0.9719966053962708
130/130_4.jpg,0.0,0.9656287431716919
131/131_0.jpg,0.0,0.9809213876724243
131/131_1.jpg,0.0,0.9856410622596741
131/131_2.jpg,0.0,0.9765337705612183
131/131_3.jpg,0.0,0.9811403155326843
131/131_4.jpg,0.0,0.985241711139679
132/132_0.jpg,0.0,0.9819157123565674
132/132_1.jpg,0.0,0.9821774959564209
132/132_2.jpg,0.0,0.9842464923858643
132/132_3.jpg,0.0,0.9826971292495728
132/132_4.jpg,0.0,0.9903374910354614
133/133_0.jpg,0.0,0.9836456179618835
133/133_1.jpg,0.0,0.9867922067642212
133/133_2.jpg,0.0,0.9841058850288391
133/133_3.jpg,0.0,0.9818742871284485
133/133_4.jpg,0.0,0.9795225858688354
134/134_0.jpg,0.0,0.9762700796127319
134/134_1.jpg,0.0,0.9564158916473389
134/134_2.jpg,0.0,0.9755833148956299
134/134_3.jpg,0.0,0.9648204445838928
134/134_4.jpg,0.0,0.9742857813835144
135/135_0.jpg,0.0,0.9855465292930603
135/135_1.jpg,0.0,0.9853713512420654
135/135_2.jpg,0.0,0.9836395978927612
135/135_3.jpg,0.0,0.9832857847213745
135/135_4.jpg,0.0,0.9858018159866333
136/136_0.jpg,0.0,0.9806389808654785
136/136_1.jpg,0.0,0.9816555976867676
136/136_2.jpg,0.0,0.9823055267333984
136/136_3.jpg,0.0,0.9831074476242065
136/136_4.jpg,0.0,0.9836341738700867
137/137_0.jpg,0.0,0.9841115474700928
137/137_1.jpg,0.0,0.9852634072303772
137/137_2.jpg,0.0,0.9869717359542847
137/137_3.jpg,0.0,0.9866710901260376
137/137_4.jpg,0.0,0.9849104881286621
138/138_0.jpg,0.0,0.9814666509628296
138/138_1.jpg,0.0,0.9861319661140442
138/138_2.jpg,0.0,0.983372688293457
138/138_3.jpg,0.0,0.9849826693534851
138/138_4.jpg,0.0,0.9882915019989014
139/139_0.jpg,0.0,0.9808685779571533
139/139_1.jpg,0.0,0.9791278839111328
139/139_2.jpg,0.0,0.9775864481925964
139/139_3.jpg,0.0,0.9791817665100098
139/139_4.jpg,0.0,0.9798611998558044
14/14_0.jpg,0.0,0.9793354272842407
14/14_1.jpg,0.0,0.9770644307136536
14/14_2.jpg,0.0,0.9761881828308105
14/14_3.jpg,0.0,0.9830092191696167
14/14_4.jpg,0.0,0.9748671054840088
140/140_0.jpg,0.0,0.985273003578186
140/140_1.jpg,0.0,0.983954131603241
140/140_2.jpg,0.0,0.9818717837333679
140/140_3.jpg,0.0,0.9710745811462402
140/140_4.jpg,0.0,0.991181492805481
141/141_0.jpg,1.0,1.0
141/141_1.jpg,0.0,0.9747462272644043
141/141_2.jpg,0.0,0.9698191285133362
141/141_3.jpg,0.0,0.9748077988624573
141/141_4.jpg,0.0,0.9743016958236694
142/142_0.jpg,0.0,0.9747129678726196
142/142_1.jpg,0.0,0.9808504581451416
142/142_2.jpg,0.0,0.9834334850311279
142/142_3.jpg,0.0,0.9822588562965393
142/142_4.jpg,0.0,0.9760523438453674
143/143_0.jpg,0.0,0.9872121810913086
143/143_1.jpg,0.0,0.9906821250915527
143/143_2.jpg,0.0,0.9854458570480347
143/143_3.jpg,0.0,0.9888819456100464
143/143_4.jpg,0.0,0.9864292740821838
144/144_0.jpg,0.033333333333333326,0.9753921627998352
144/144_1.jpg,0.0,0.9682222604751587
144/144_2.jpg,0.0,0.9715651273727417
144/144_3.jpg,0.0,0.9749869108200073
144/144_4.jpg,0.0,0.97133868932724
145/145_0.jpg,0.0,0.9746063947677612
145/145_1.jpg,0.0,0.9929072260856628
145/145_2.jpg,0.0,0.9794710874557495
145/145_3.jpg,0.2666666666666667,0.9898185133934021
145/145_4.jpg,0.0,0.97339928150177
146/146_0.jpg,0.0,0.9845093488693237
146/146_1.jpg,0.0,0.9883042573928833
146/146_2.jpg,0.0,0.983099102973938
146/146_3.jpg,0.0,0.9841029644012451
146/146_4.jpg,0.0,0.9830488562583923
147/147_0.jpg,0.0,0.9774324297904968
147/147_1.jpg,0.0,0.9755492806434631
147/147_2.jpg,0.0,0.9782618880271912
147/147_3.jpg,0.0,0.9787543416023254
147/147_4.jpg,0.0,0.9788615107536316
148/148_0.jpg,0.0,0.9817026853561401
148/148_1.jpg,0.0,0.9787386059761047
148/148_2.jpg,0.0,0.9798499941825867
148/148_3.jpg,0.0,0.9768415689468384
148/148_4.jpg,0.0,0.9821321964263916
149/149_0.jpg,0.0,0.9815747141838074
149/149_1.jpg,0.0,0.9822438359260559
149/149_2.jpg,0.0,0.9841033220291138
149/149_3.jpg,0.0,0.9799758195877075
149/149_4.jpg,0.0,0.9818353056907654
15/15_0.jpg,0.0,0.9870482683181763
15/15_1.jpg,0.0,0.9866235852241516
15/15_2.jpg,0.0,0.9863566160202026
15/15_3.jpg,0.0,0.9862735867500305
15/15_4.jpg,0.0,0.9867660999298096
150/150_0.jpg,0.0,0.9797468781471252
150/150_1.jpg,0.0,0.9816378355026245
150/150_2.jpg,0.0,0.9855466485023499
150/150_3.jpg,0.0,0.9810881018638611
150/150_4.jpg,0.0,0.9790669083595276
151/151_0.jpg,0.0,0.982522189617157
151/151_1.jpg,0.0,0.9854461550712585
151/151_2.jpg,0.0,0.9839766621589661
151/151_3.jpg,0.0,0.9811419248580933
151/151_4.jpg,0.0,0.9846569895744324
152/152_0.jpg,0.0,0.977235734462738
152/152_1.jpg,0.0,0.9788196086883545
152/152_2.jpg,0.0,0.9774547219276428
152/152_3.jpg,0.0,0.9843634366989136
152/152_4.jpg,0.0,0.9832077026367188
153/153_0.jpg,0.0,0.9807673692703247
153/153_1.jpg,0.0,0.9820481538772583
153/153_2.jpg,0.0,0.9762945771217346
153/153_3.jpg,0.0,0.9737874865531921
153/153_4.jpg,0.0,0.9775549173355103
154/154_0.jpg,0.0,0.9879876375198364
154/154_1.jpg,0.0,0.9894659519195557
154/154_2.jpg,0.0,0.9870036244392395
154/154_3.jpg,0.0,0.9851229786872864
154/154_4.jpg,0.0,0.9892452955245972
155/155_0.jpg,0.0,0.9786385297775269
155/155_1.jpg,0.0,0.9793472290039062
155/155_2.jpg,0.0,0.976408064365387
155/155_3.jpg,0.0,0.9781585335731506
155/155_4.jpg,0.0,0.9817494750022888
156/156_0.jpg,0.0,0.9813001155853271
156/156_1.jpg,0.0,0.9778460264205933
156/156_2.jpg,0.0,0.9801661968231201
156/156_3.jpg,0.0,0.9752482771873474
156/156_4.jpg,0.0,0.9601618647575378
157/157_0.jpg,0.0,0.9831017255783081
